line,station,property_name,bedrooms,livingrooms,building_area,directions1,directions2,decoration,has_elevator,hml,building_height,building_year,building_style,building_location,price_sqm,price_ttl,house,house2
6号线,浦电路,竹园新村(浦东),2,1,54.11,南,,简装,0,高,6,1988,板楼,源深,69304,375,0,0
13号线,南京西路,金鹿大楼,1,1,64.27,西,,精装,1,低,29,1992,塔楼,淮海中路,77797,500,0,0
4号线,中山公园,安西路20弄,1,1,42.9,南,,简装,0,低,6,1990,板楼,中山公园,67600,290,0,0
6号线,民生路,山水国际,3,2,154.27,南,,精装,1,高,22,2006,板楼,源深,97233,1500,0,0
7号线,新村路,西部名都花园,2,2,89.28,南,北,简装,0,中,6,1998,板楼,甘泉宜川,61604,550,0,0
12号线,江浦公园,中通大厦,1,0,44.15,南,,简装,1,高,29,1997,塔楼,周家嘴路,54361,240,0,0
13号线,陈春路,鹏海小区,2,1,61.03,南,,精装,0,高,6,1997,板楼,北蔡,53253,325,0,0
6号线,五洲大道,金地未未来,4,2,145.39,南,,精装,0,低,5,2008,板楼,金桥,81162,1180,0,0
3号线,东宝兴路,通源小区,1,1,37.88,南,,其他,0,中,7,1988,板楼,西藏北路,60191,228,0,0
13号线,隆德路,蓝朝部落,1,0,45.25,南,,精装,1,高,31,2002,塔楼,曹家渡,93923,425,0,0
13号线,南京西路,金鹿大楼,2,1,86.76,南,,精装,1,低,29,1992,塔楼,淮海中路,89558,777,0,0
2号线,北新泾,天山怡景苑,5,3,241.83,南,,精装,1,高,11,2009,板楼,天山,86838,2100,0,0
5号线南延伸段,西渡,鸿宝一村(北区),2,1,78.73,南,,简装,0,高,6,1994,板楼,西渡,21593,170,0,0
6号线,洲海路,中冶尚城,3,2,128.38,南,,精装,1,高,14,2010,板楼,金桥,67768,870,0,0
7号线,昌平路,三义坊,2,1,59.9,南,,简装,0,中,7,1989,板楼,静安寺,83473,500,0,0
6号线,民生路,巨东小区,2,1,51.69,南,,精装,0,高,6,1994,板楼,洋泾,92862,480,0,0
11号线(花桥-三林),桃浦新村,桃浦四村易居紫荆苑,2,1,59.66,南,,简装,0,高,6,1993,板楼,桃浦,39390,235,0,0
9号线,宜山路,长春小区,1,1,47.65,南,,简装,0,中,6,1994,板楼,田林,67157,320,0,0
9号线,宜山路,田林十四村,1,0,31.74,南,,简装,0,中,6,1987,板楼,田林,82546,262,0,0
8号线,联航路,浦江世博家园十五街坊,2,1,79.42,南,北,简装,1,低,11,2006,板楼,浦江,43818,348,0,0
9号线,世纪大道,潍坊十村,3,1,44.89,南,,精装,1,低,6,1986,板楼,潍坊,108711,488,0,0
1号线,上海马戏城,慧芝湖花园,1,2,80.98,西南,,简装,1,低,25,2012,塔楼,大宁,81502,660,0,0
12号线,龙漕路,乾骏园,1,1,58,南,,简装,0,低,6,1998,板楼,龙华,84483,490,0,0
9号线,商城路,菊园,5,2,213,南,,简装,1,低,14,2001,板楼,陆家嘴,68545,1460,0,0
1号线,通河新村,和欣国际花园,2,2,99.64,南,北,精装,1,高,17,2010,板楼,共康,62225,620,0,0
8号线,耀华路,上南五村,1,0,32.94,南,,简装,0,中,6,1984,板楼,世博,59199,195,0,0
12号线,龙华中路,振兴小区(徐汇),2,1,52.44,南,,简装,0,低,6,1993,板楼,徐家汇,71511,375,0,0
11号线(花桥-三林),安亭,玉兰一村,2,1,71.28,南,,其他,0,低,6,1989,板楼,安亭,28760,205,0,0
1号线,中山北路,紫兰苑,2,1,110.86,南,,精装,1,低,17,2007,板楼,不夜城,69457,770,0,0
11号线(花桥-三林),南翔,中冶祥腾城市广场,1,2,57.15,南,,精装,1,高,18,2012,塔楼,南翔,30622,175,0,0
8号线,市光路,市京一村,2,1,60.3,南,,简装,0,中,6,1995,板楼,中原,51410,310,0,0
4号线,延安西路,安东小区,2,0,51.63,南,,精装,0,高,6,1980,板楼,新华路,60043,310,0,0
10号线(新江湾城-虹桥火车站),宋园路,圣美邸,2,1,110.32,南,北,精装,1,中,18,2006,板楼,古北,92459,1020,0,0
11号线(花桥-三林),江苏路,金凤大厦,3,2,122.02,南,,精装,1,高,24,1996,板楼,镇宁路,72120,880,0,0
10号线(新江湾城-虹桥火车站),国权路,南茶园,3,2,121.07,南,,其他,0,高,6,1995,板楼,五角场,57818,700,0,0
11号线(花桥-三林),上海西站,星河世纪城,2,2,95.63,南,,精装,0,高,6,2009,板楼,真如,59605,570,0,0
8号线,曲阳路,西二小区,2,1,55.86,南,,精装,0,中,6,1983,板楼,曲阳,62657,350,0,0
8号线,虹口足球场,恒业路118弄,1,1,42.48,南,,简装,0,高,7,1998,板楼,鲁迅公园,52967,225,0,0
13号线,马当路,斜桥公寓,2,1,70,西,,精装,1,中,24,1991,塔楼,老西门,87143,610,0,0
13号线,东明路,南江苑,2,1,64.43,南,,简装,0,低,6,1999,板楼,三林,54944,354,0,0
7号线,静安寺,四和花园,1,0,38.2,南,,简装,0,高,6,1990,板楼,曹家渡,130891,500,0,0
8号线,江浦路,凤城五村,2,1,59.68,南,,简装,0,高,6,1988,板楼,控江路,62836,375,0,0
6号线,上海儿童医学中心,蓝高小区,1,1,47.46,南,,精装,0,高,6,1992,板楼,塘桥,61105,290,0,0
7号线,岚皋路,管弄五六街坊,1,1,35.27,南,,精装,0,中,6,1988,板楼,光新,56139,198,0,0
2号线,娄山关路,遵义路757弄,2,0,48.63,南,,精装,0,高,6,1991,板楼,中山公园,63336,308,0,0
11号线(花桥-三林),交通大学,番禺大楼,1,1,67.26,东,南,精装,1,中,18,1998,塔楼,徐家汇,79543,535,0,0
9号线,蓝天路,香山新村东北街坊,2,1,65.25,南,,简装,0,中,6,1996,板楼,金杨,56705,370,0,0
13号线,长寿路,澳门公寓,3,2,99.07,南,,精装,1,低,20,1998,塔楼,长寿路,67428,668,0,0
8号线,市光路,殷行一村,2,0,48.84,南,北,其他,0,高,6,1986,板楼,中原,46069,225,0,0
6号线,北洋泾路,泾东小区,2,2,87.03,东南,,精装,1,高,25,1990,塔楼,洋泾,56877,495,0,0
7号线,镇坪路,中山北路2185弄,2,2,48.37,东,北,简装,0,中,6,1985,板楼,光新,57888,280,0,0
8号线,市光路,工农三村,1,0,37.62,南,,其他,0,高,6,1991,板楼,中原,58480,220,0,0
13号线,下南路,大华锦绣华城(十八街区)(公寓),3,2,109.77,南,,毛坯,1,中,18,2009,板楼,北蔡,78346,860,0,0
8号线,西藏南路,东元坊,1,1,42.99,南,,精装,1,中,23,2013,板楼,蓬莱公园,101419,436,0,0
7号线,大华三路,南华苑,2,2,99.82,南,北,精装,0,高,6,1999,板楼,大华,55100,550,0,0
12号线,顾戴路,古美西路316弄,1,1,54.44,南,,精装,0,中,6,1996,板楼,古美,60618,330,0,0
7号线,东安路,西木小区,2,0,43.36,南,,简装,0,低,5,1967,板楼,斜土路,69189,300,0,0
8号线,大世界,连云大楼,1,1,58.39,南,,精装,1,高,13,1992,塔楼,新天地,87344,510,0,0
2号线,世纪公园,花木苑,2,2,74.81,南,,简装,0,中,6,2000,板楼,花木,73520,550,0,0
4号线,上海体育馆,爱邦大厦,2,2,96.41,南,,其他,1,低,29,1989,塔楼,徐家汇,60783,586,0,0
11号线(嘉定北-迪士尼),三林东,三林苑,2,1,70.38,南,,精装,0,低,6,1995,板楼,三林,50441,355,0,0
4号线,鲁班路,东晖花苑,2,1,81.35,北,,简装,1,低,29,2004,塔楼,打浦桥,78058,635,0,0
8号线,黄兴路,双阳一村,1,0,34.24,南,,简装,0,中,6,1993,板楼,周家嘴路,63669,218,0,0
9号线,金桥,金桥新城,2,2,96.21,南,,毛坯,0,中,6,2004,板楼,金桥,58207,560,0,0
9号线,商城路,财富海景花园,3,2,200.18,西南,,精装,1,中,30,2006,板楼,陆家嘴,122390,2450,0,0
9号线,小南门,中福花苑,1,1,42.46,东,,精装,1,中,15,2003,塔楼,蓬莱公园,103627,440,0,0
5号线,莘庄,新梅莘苑,2,2,92.18,南,,精装,1,高,32,2005,板楼,莘庄,67043,618,0,0
2号线,娄山关路,新天地河滨花园,2,2,89.8,南,北,精装,1,高,26,2011,板楼,天山,108018,970,0,0
13号线,世博会博物馆,嘉登公寓,2,1,85.42,南,,精装,1,低,14,1998,板楼,世博滨江,91314,780,0,0
12号线,嘉善路,西木小区,1,1,38.73,南,,简装,0,高,5,1980,板楼,斜土路,63259,245,0,0
7号线,昌平路,金家巷西弄,2,1,48.86,南,,精装,0,中,6,1977,板楼,曹家渡,103766,507,0,0
4号线,延安西路,三泾南宅,2,1,62,南,,精装,1,高,7,1995,板楼,中山公园,73388,455,0,0
3号线,东宝兴路,多伦多公馆,1,0,59.43,西,,精装,1,中,22,1995,塔楼,四川北路,56874,338,0,0
13号线,长寿路,维多利广场,2,2,95.86,西南,,毛坯,1,中,28,1996,板楼,长寿路,86585,830,0,0
1号线,黄陂南路,翠湖天地御苑,3,2,192.45,南,,精装,1,低,32,2006,板楼,新天地,150689,2900,0,0
8号线,西藏北路,申地苑,3,2,109.09,南,北,其他,1,低,20,2001,板楼,闸北公园,69668,760,0,0
2号线,川沙,桃园公寓(川沙),2,2,85.4,南,北,精装,0,高,6,1998,板楼,川沙,37471,320,0,0
8号线,江浦路,双辽路155弄,1,1,33.15,南,,简装,0,高,7,1996,板楼,周家嘴路,63349,210,0,0
10号线(新江湾城-虹桥火车站),四川北路,国际明佳城,4,2,222,南,,精装,1,中,27,2006,板楼,四川北路,70271,1560,0,0
12号线,巨峰路,证大家园(五期),3,2,96.53,南,,精装,1,高,10,2006,板楼,金桥,85466,825,0,0
12号线,嘉善路,岳阳大楼,3,0,62.66,南,,精装,1,高,14,1986,塔楼,建国西路,134057,840,0,0
6号线,蓝村路,金浦小区(塘桥),2,1,88.82,南,,精装,0,中,6,1997,板楼,塘桥,66427,590,0,0
11号线(花桥-三林),兆丰路,大名城名郡,3,2,129.22,南,北,精装,1,低,24,2015,板楼,安亭,30569,395,0,0
9号线,世纪大道,梅园三街坊,2,1,47.02,南,,简装,0,低,6,1985,板楼,源深,115909,545,0,0
12号线,隆昌路,长隆住宅小区,1,1,40.01,南,,简装,0,高,6,1987,板楼,周家嘴路,52487,210,0,0
11号线(花桥-三林),三林,三林新村(永泰路468弄),2,1,83.93,南,,精装,1,中,18,2009,板楼,三林,50638,425,0,0
12号线,曲阜路,博园大楼,3,2,148.83,南,北,精装,1,中,8,2001,板楼,西藏北路,73910,1100,0,0
7号线,镇坪路,光新苑,1,0,32.8,南,,简装,0,中,6,1987,板楼,光新,64025,210,0,0
5号线,银都路,君临天下(别墅),4,2,195.49,南,,简装,0,低,3,2001,板楼,颛桥,53712,1050,0,0
2号线,娄山关路,遵义小区,3,0,69.59,南,,简装,0,低,6,1990,板楼,中山公园,60354,420,0,0
8号线,中华艺术宫,耀华大楼,2,1,56.97,南,,其他,1,低,13,1990,塔楼,世博,59681,340,0,0
8号线,人民广场,中凯城市之光(静安),2,2,108.49,南,,精装,1,低,29,2005,板楼,南京西路,124436,1350,0,0
12号线,提篮桥,香港丽园,3,2,137.41,南,北,其他,1,高,32,2001,塔楼,临平路,69864,960,0,0
13号线,汉中路,泰兴路355弄,2,2,65.81,东南,,精装,0,中,5,1931,板楼,南京西路,106367,700,0,0
9号线,蓝天路,金桥酒店公寓,1,2,66.62,南,,精装,1,低,19,1997,板楼,碧云,64546,430,0,0
3号线,上海南站,钦州路111弄,1,1,61.97,南,,简装,1,中,30,2005,塔楼,康健,67775,420,0,0
9号线,商城路,东园三村,3,2,101.73,西南,,精装,1,中,26,1986,塔楼,陆家嘴,73725,750,0,0
13号线,马当路,思南新苑,2,2,109.9,南,北,精装,1,中,31,2003,板楼,打浦桥,123294,1355,0,0
浦江线,闵瑞路,水语人家南苑,2,2,72.93,南,北,精装,0,低,6,2010,板楼,浦江,37845,276,0,0
9号线,九亭,上海青年城,2,2,46.7,南,,精装,1,中,19,2010,塔楼,九亭,34262,160,0,0
13号线,东明路,杨高南路2877弄,3,1,75.75,南,,简装,0,中,6,1994,板楼,北蔡,54126,410,0,0
11号线(花桥-三林),曹杨路,江南名庐,3,2,149.39,南,北,精装,1,高,28,2005,板楼,武宁,82335,1230,0,0
8号线,嫩江路,世和园,2,1,70.82,南,,精装,1,中,17,2003,板楼,中原,63542,450,0,0
8号线,鞍山新村,和平商厦,3,2,169.88,南,,精装,1,低,30,1998,塔楼,临平路,69461,1180,0,0
9号线,合川路,静安新城三区,1,1,50.18,南,,精装,1,高,7,1997,板楼,静安新城,50419,253,0,0
11号线(花桥-三林),曹杨路,中岚大楼,2,2,112.96,南,,精装,1,低,28,1996,板楼,武宁,52054,588,0,0
12号线,天潼路,恒升半岛,1,1,36.25,南,,精装,1,高,26,2001,塔楼,北外滩,49656,180,0,0
7号线,静安寺,四和花园,1,1,37.68,南,,简装,0,低,6,1990,板楼,曹家渡,131635,496,0,0
8号线,江浦路,凤城三村,1,0,31.57,南,,其他,0,低,5,1985,板楼,控江路,63352,200,0,0
9号线,小南门,长峰馨园,4,2,183.82,南,,精装,1,中,33,2006,板楼,董家渡,97922,1800,0,0
4号线,上海体育场,汇翠花园,5,2,210.34,南,,精装,1,中,34,2003,板楼,徐家汇,89855,1890,0,0
9号线,世纪大道,商城路1317弄,4,1,135.3,南,,简装,0,中,6,1995,板楼,源深,81301,1100,0,0
6号线,北洋泾路,中星海上景庭,3,2,155,南,北,精装,1,低,20,2005,板楼,洋泾,73420,1138,0,0
13号线,新天地,翠湖天地雅苑,2,2,108.19,南,北,精装,1,中,12,2003,板楼,新天地,166374,1800,0,0
11号线(花桥-三林),枫桥路,曹杨六村(沙溪园),2,0,44.16,南,,简装,0,中,6,1972,板楼,曹杨,62274,275,0,0
12号线,龙漕路,周家湾小区,1,0,37.41,南,,精装,0,高,6,1994,板楼,龙华,60947,228,0,0
10号线(新江湾城-虹桥火车站),虹桥路,徐虹北路28弄,2,1,51.11,南,,简装,0,中,6,1985,板楼,徐家汇,101742,520,0,0
13号线,武宁路,静安均泰丽轩,3,2,158,南,北,精装,1,中,38,2011,板楼,曹家渡,101266,1600,0,0
12号线,巨峰路,寿一小区,2,1,67.72,南,,简装,0,高,5,1994,板楼,金桥,38837,263,0,0
12号线,龙漕路,俞一小区,1,1,39,南,,其他,0,高,6,1984,板楼,龙华,63590,248,0,0
7号线,上海大学,祁连四村,3,2,116.93,南,,精装,0,高,6,1997,板楼,上大,38485,450,0,0
10号线(新江湾城-虹桥火车站),上海图书馆,华山花苑,1,1,54.65,西北,,简装,1,高,26,1995,塔楼,镇宁路,76853,420,0,0
6号线,博兴路,金鹏苑,2,2,81.66,南,,精装,0,高,6,1997,板楼,金桥,56087,458,0,0
2号线,娄山关路,天山商厦,3,2,160.32,北,,简装,1,低,30,1997,板楼,中山公园,45534,730,0,0
3号线,赤峰路,广中二村,1,0,35.03,东南,,精装,0,中,6,1962,板楼,凉城,51956,182,0,0
12号线,虹莘路,江南星城,2,2,88.96,南,,精装,0,中,5,2004,板楼,古美,62950,560,0,0
11号线(嘉定北-迪士尼),御桥,御桥馨华苑,4,2,138.1,南,北,精装,0,高,5,2004,板楼,御桥,57930,800,0,0
8号线,曲阳路,邮电二村,2,1,66.04,东,,简装,1,中,24,1991,塔楼,曲阳,74198,490,0,0
6号线,五洲大道,仁恒森兰雅苑(三期),4,2,423.34,南,北,精装,1,低,8,2015,板楼,金桥,50787,2150,0,0
2号线,东昌路,梅园三街坊,1,1,32.61,南,,简装,0,低,6,1985,板楼,源深,150261,490,0,0
12号线,曲阜路,水景苑,3,2,171.32,南,,精装,1,中,32,2002,板楼,人民广场,81719,1400,0,0
10号线(新江湾城-虹桥火车站),虹桥路,徐家汇景园,3,2,207.76,南,,简装,1,高,16,2003,板楼,徐家汇,84232,1750,0,0
7号线,杨高南路,艾东小区,2,1,61,南,,精装,0,高,6,1995,板楼,北蔡,54099,330,0,0
9号线,芳甸路,联洋花园(一期),6,2,223.71,南,,精装,1,高,11,2001,板楼,联洋,88061,1970,0,0
17号线,汇金路,佳乐苑,3,2,129.71,南,,毛坯,1,低,6,2005,板楼,夏阳,25442,330,0,0
11号线(花桥-三林),江苏路,华秀小区,1,1,42.59,南,,精装,0,低,6,1994,板楼,中山公园,78657,335,0,0
6号线,临沂新村,海关大楼,2,1,60.5,南,,简装,1,中,22,1990,塔楼,南码头,44629,270,0,0
6号线,港城路,高桥二村,1,1,50.61,南,,简装,0,高,6,1981,板楼,外高桥,39518,200,0,0
10号线(新江湾城-虹桥火车站),邮电新村,大二小区,1,1,32.11,南,,其他,0,中,6,1973,板楼,曲阳,60729,195,0,0
8号线,江浦路,双辽路200弄,1,0,34.65,南,,精装,1,高,7,1990,板楼,周家嘴路,60607,210,0,0
12号线,宁国路,珠江香樟园,2,2,90.74,南,北,精装,0,高,6,2003,板楼,周家嘴路,76042,690,0,0
8号线,凌兆新村,岭南苑(凌兆路99弄),3,1,107.13,南,,精装,0,高,6,1999,板楼,三林,49473,530,0,0
13号线,隆德路,西谈家渡路81弄,2,0,57.71,南,,精装,0,高,6,1985,板楼,武宁,60649,350,0,0
8号线,西藏北路,盛和玲珑苑,3,2,135,南,北,精装,1,低,28,2004,板楼,闸北公园,66667,900,0,0
11号线(花桥-三林),江苏路,镇宁路465弄,2,1,56.17,南,,简装,0,高,6,1987,板楼,镇宁路,76554,430,0,0
6号线,德平路,罗山四村,2,1,71.64,南,,精装,0,高,6,1990,板楼,金杨,54160,388,0,0
8号线,西藏北路,广联新苑,2,2,86.95,南,,精装,0,中,7,2001,板楼,凉城,59805,520,0,0
8号线,鞍山新村,辽源三村,1,0,31.48,北,,简装,0,高,6,1986,板楼,鞍山,59721,188,0,0
10号线(新江湾城-虹桥火车站),上海图书馆,乌中小区,2,1,62.78,南,,精装,1,中,32,1991,塔楼,衡山路,101944,640,0,0
4号线,浦东大道,梅园四街坊,2,1,61.56,南,,简装,0,高,6,1988,板楼,源深,100715,620,0,0
12号线,隆昌路,珠江香樟园,2,2,90.74,南,北,精装,0,高,6,2003,板楼,周家嘴路,76042,690,0,0
8号线,市光路,开鲁二村,1,1,41.27,南,,简装,0,高,6,1991,板楼,中原,43616,180,0,0
8号线,杨思,海阳新村,2,2,72.47,南,,简装,0,中,6,1999,板楼,三林,53126,385,0,0
9号线,宜山路,虹桥路400弄,2,1,89.37,南,北,精装,1,低,18,1993,塔楼,徐家汇,78327,700,0,0
13号线,长清路,济阳三村,2,1,57.78,南,,简装,0,低,6,1988,板楼,世博,52787,305,0,0
13号线,长寿路,胶州教师公寓,2,2,96.16,东南,东北,简装,1,高,28,1997,塔楼,江宁路,60941,586,0,0
7号线,东安路,日晖六村,1,0,31.28,北,,简装,0,中,5,1958,板楼,斜土路,57545,180,0,0
11号线(花桥-三林),江苏路,蓝朝部落,1,1,34,北,,精装,1,中,31,2002,塔楼,曹家渡,87942,299,0,0
5号线,莘庄,都市星城,2,2,91.58,南,北,精装,1,高,11,2006,板楼,莘庄,66391,608,0,0
13号线,武宁路,长乐大厦(普陀),2,2,110.48,南,,简装,1,高,27,1997,塔楼,长寿路,69696,770,0,0
4号线,中山公园,中山北路3924弄,2,1,58.61,南,北,简装,0,低,7,1992,板楼,武宁,61253,359,0,0
1号线,富锦路,海德花园,6,3,235.32,南,北,其他,0,低,2,2006,板楼,杨行,49295,1160,0,0
9号线,台儿庄路,金桥湾清水苑,2,1,68.69,南,,简装,0,中,6,1998,板楼,金桥,58961,405,0,0
12号线,宁国路,银河经典苑,3,2,125.44,南,,精装,0,高,6,1999,板楼,周家嘴路,66965,840,0,0
8号线,西藏北路,宝昌路632弄,1,1,34.39,南,,其他,0,高,6,1985,板楼,西藏北路,59902,206,0,0
8号线,耀华路,上钢三村,2,0,47.84,南,,简装,0,高,5,1980,板楼,世博,55393,265,0,0
13号线,长清路,德州七村,2,1,62.47,南,,精装,0,高,6,1992,板楼,世博,51225,320,0,0
8号线,江浦路,三峰大厦,2,1,79.97,南,,精装,1,低,31,1991,塔楼,鞍山,60648,485,0,0
12号线,龙漕路,申航小区,2,1,52.68,南,,简装,0,高,6,1984,板楼,龙华,81625,430,0,0
1号线,通河新村,九英里,2,2,96.04,南,,精装,1,低,12,2007,板楼,共康,40400,388,0,0
8号线,人民广场,淮海晶华苑,2,2,170,南,,简装,1,低,31,2006,板楼,新天地,104118,1770,0,0
10号线(新江湾城-虹桥火车站),老西门,国际广场(卢湾),3,2,153.19,南,,简装,1,中,29,1997,塔楼,新天地,60709,930,0,0
10号线(新江湾城-虹桥火车站),新江湾城,仁恒怡庭,6,4,341.21,南,,精装,0,低,5,2011,板楼,新江湾城,87923,3000,0,0
7号线,杨高南路,建业新村,1,1,51.07,南,,其他,0,高,6,1998,板楼,南码头,52869,270,0,0
9号线,桂林路,徐汇长春苑,2,1,80.98,南,,简装,1,高,17,2008,板楼,田林,77797,630,0,0
8号线,江浦路,凤城五村,1,1,40.62,南,,简装,0,中,6,1987,板楼,控江路,61547,250,0,0
2号线,世纪公园,浦东世纪花园(公寓),4,2,223.51,南,,精装,1,中,30,2005,板楼,花木,120800,2700,0,0
4号线,上海体育场,爱邦大厦,2,2,96.41,南,,其他,1,低,29,1989,塔楼,徐家汇,60783,586,0,0
12号线,龙华,金龙花苑玫瑰园,2,1,54.85,南,北,简装,0,低,4,1995,板楼,龙华,72015,395,0,0
10号线(新江湾城-虹桥火车站),虹桥路,虹南大楼,3,1,82.52,东,西,简装,1,中,20,1994,塔楼,新华路,66045,545,0,0
3号线,大柏树,东方公寓(虹口),1,1,48,南,,精装,0,低,6,1996,板楼,江湾镇,60000,288,0,0
10号线(新江湾城-虹桥火车站),四平路,金轩大邸,2,2,94.44,南,,精装,1,高,31,2006,板楼,临平路,83440,788,0,0
13号线,大渡河路,芝巷小区,2,1,69.61,南,,毛坯,0,高,6,1994,板楼,长风,60337,420,0,0
5号线,莘庄,莘城公寓,3,2,164.38,南,,精装,1,低,11,2001,板楼,莘庄,48668,800,0,0
13号线,华鹏路,大华锦绣华城(十八街区)(公寓),4,2,251,南,,精装,1,高,18,2006,板楼,北蔡,68526,1720,0,0
11号线(嘉定北-迪士尼),嘉定新城,绿地颐景嘉园,2,1,68.63,南,,精装,1,低,10,2013,板楼,嘉定新城,41965,288,0,0
9号线,打浦桥,建德小区,2,0,42.07,南,北,简装,0,高,6,1976,板楼,淮海中路,99834,420,0,0
7号线,杨高南路,由由一村,1,1,43.9,南,,精装,0,中,6,1997,板楼,北蔡,53531,235,0,0
2号线,北新泾,瑞冬小区,1,1,41,南,,精装,0,中,6,1994,板楼,北新泾,57318,235,0,0
8号线,曲阳路,邮电新村,1,1,36.7,南,,其他,0,中,5,1953,板楼,曲阳,54496,200,0,0
8号线,曲阳路,大西小区,1,0,30.59,南,,精装,0,中,5,1986,板楼,曲阳,69631,213,0,0
12号线,曲阜路,联富假日公寓,1,1,51.5,南,,精装,1,低,24,2007,塔楼,西藏北路,83496,430,0,0
13号线,新天地,淮海大厦,3,1,98.68,南,,简装,1,中,30,1992,板楼,新天地,96170,949,0,0
7号线,新村路,交暨小区,2,2,92.72,东,东北,简装,0,中,7,1996,板楼,万里,37749,350,0,0
7号线,高科西路,昌里花园(二期),3,2,119.44,南,,简装,1,中,18,2001,塔楼,世博,69491,830,0,0
8号线,西藏南路,黄浦华庭,3,2,149.03,南,北,精装,1,中,29,2010,板楼,蓬莱公园,96625,1440,0,0
9号线,七宝,蒲汇新村,2,1,65.47,南,,简装,0,高,6,1994,板楼,七宝,64152,420,0,0
3号线,淞滨路,淞滨路803弄,1,1,46.24,南,,简装,0,中,6,1994,板楼,淞宝,36765,170,0,0
